time,x,y,z
7189,5.175,-7.722,1.077
7196,3.188,-4.419,2.738
7208,9.967,-2.604,6.774
7219,3.653,0.799,4.467
7235,-3.710,-2.609,-38.758
7241,-51.722,27.819,3.385
7254,34.368,-16.578,29.394
7263,12.605,-14.443,11.494
7279,2.437,-6.965,4.289
7287,-1.072,1.800,-8.612
7300,-9.024,9.962,-3.710
7311,-8.780,15.358,-2.595
7322,16.483,7.310,23.601
7330,6.118,4.323,11.853
7341,7.808,1.048,6.094
7356,4.845,0.900,2.580
7366,6.018,-0.014,2.848
7374,5.773,1.154,6.592
7386,13.069,5.060,-1.575
7402,18.469,7.521,6.812
7412,10.130,9.110,-16.712
7419,16.473,14.505,2.930
7431,4.179,17.957,-34.315
7441,-8.033,20.724,-25.157
7456,-16.181,28.312,-62.675
7464,-21.528,9.158,-47.059
7474,23.079,-55.724,-13.744
7484,12.074,-83.246,-14.065
7500,-21.495,-75.783,-0.244
7511,-5.635,-55.092,26.852
7522,-24.597,-6.290,11.250
7533,-13.189,-5.855,-15.788
7544,-2.638,-15.836,-15.329
7554,3.332,-50.463,-23.616
7566,10.206,-60.238,-21.859
7574,18.857,-13.002,1.719
7584,3.361,-6.367,4.309
7596,2.465,-2.561,7.152
7606,5.855,-11.877,5.079
7620,6.013,1.135,8.675
7631,1.427,-7.545,-2.322
7642,1.001,0.661,-13.725
7652,-8.081,-6.391,-30.605
7662,-5.175,-16.526,-28.590
7678,1.546,-34.459,-23.166
7687,2.738,-25.310,-19.068
7695,4.514,42.358,-4.060
7706,-25.459,21.270,-13.553
7716,-11.106,-34.693,8.086
7733,24.516,-45.594,-33.951
7740,-16.009,-20.973,-18.015
7751,-5.247,3.059,-11.073
7762,0.407,-3.145,-9.259
7777,-16.918,3.725,-13.802
7788,-6.554,1.072,-2.317
7799,8.976,2.193,9.943
7809,18.330,-1.881,-4.380
7820,2.882,-5.113,-7.550
7828,-3.547,0.560,-5.735
7844,8.019,9.838,5.491
7855,19.087,10.159,4.514
7865,13.433,10.546,5.237
7879,7.846,17.086,-6.104
7890,7.506,31.773,-24.382
7899,-7.846,43.253,-54.982
7910,-15.401,43.885,-32.204
7924,-12.141,0.359,-32.908
7935,4.332,-43.942,13.467
7946,42.157,-36.996,-61.828
7961,-114.210,-0.172,-52.622
7972,-14.415,-0.934,5.457
7983,5.706,-107.087,-27.785
7993,6.439,-64.882,8.584
8004,-5.261,-32.338,-16.229
8017,-9.938,-4.984,21.763
8029,5.706,-13.395,11.820
8040,-0.613,-13.945,11.260
8051,4.486,-22.448,12.409
8060,5.606,-7.018,5.156
8075,4.304,7.023,-8.325
8086,-0.661,3.222,-25.234
8094,-3.112,-3.610,-35.119
8105,-3.184,-20.284,-38.088
8120,10.934,51.296,5.515
8129,10.312,-5.740,-47.447
8139,2.781,-55.949,-34.488
8149,15.367,-18.340,-36.359
8159,0.943,-0.570,-16.152
8175,2.015,6.180,-6.635
8186,3.705,-4.735,-7.866
8197,-5.663,-0.641,-8.775
8207,-3.902,7.990,-4.730
8217,-13.562,16.775,-2.437
8228,9.713,6.075,17.277
8242,8.833,14.410,5.783
8253,-4.342,11.102,-1.321
8264,-8.062,8.406,0.340
8274,2.331,9.637,6.444
8284,8.253,5.596,3.437
8295,4.687,5.577,-10.642
8309,-0.163,12.318,-19.829
8317,-20.413,26.206,-19.096
8329,5.601,18.244,11.600
8339,2.633,11.408,19.858
8356,114.665,6.650,56.720
8366,5.142,44.857,-114.737
8377,-141.096,14.994,-100.667
8387,145.160,-90.662,-33.808
8398,25.267,-118.251,-10.221
8414,11.968,-85.166,-60.396
8425,8.426,-47.720,-35.646
8436,16.779,-31.256,11.068
8445,15.434,-18.302,7.703
8456,-2.686,-20.920,8.359
8465,-5.577,-13.160,4.395
8480,0.776,-7.076,14.922
8491,4.811,-3.255,6.611
8501,3.672,8.129,-4.787
8510,2.049,16.128,-9.014
8521,2.781,7.459,-24.798
8536,0.627,-22.266,-43.923
8543,8.904,-7.492,-20.925
8552,24.305,57.945,-9.019
8567,-10.551,-67.223,-79.153
8575,-1.757,-34.535,-43.330
8583,17.636,-6.358,-19.063
8593,23.965,2.240,-7.961
8607,12.035,5.256,2.035
8617,8.277,10.771,7.377
8628,-0.541,23.137,1.455
8636,-0.517,13.998,6.094
8647,25.535,4.194,13.337
8662,19.183,5.300,0.675
8672,3.117,16.114,2.293
8680,-1.211,21.160,0.326
8691,-1.637,28.695,-3.988
8702,-6.798,39.055,-4.648
8718,-5.884,33.803,-17.081
8728,-5.094,18.900,-19.704
8737,-8.665,-7.822,-71.072
8744,15.042,-53.048,-37.293
8760,17.100,-33.152,19.585
8767,41.376,-26.924,24.200
8779,-36.321,-6.247,-3.030
8793,-59.171,43.272,-100.600
8805,4.304,0.603,-20.461
8816,29.585,-56.882,-18.752
8826,25.914,-58.400,-18.125
8837,10.704,-57.419,-36.187
8851,9.924,-23.759,-3.897
8858,10.302,-30.308,1.891
8867,9.273,-29.983,-2.968
8877,1.805,-16.215,-0.680
8892,-6.166,-5.467,-2.863
8903,-6.798,-1.259,-6.492
8912,-4.816,1.130,-21.394
8923,-10.656,-1.135,-37.097
8934,-5.898,-11.939,-34.191
8949,5.285,66.390,-3.902
8960,1.800,-49.261,-52.406
8971,-1.666,-58.773,-28.977
8982,4.974,-5.520,-13.802
8992,-1.455,-1.355,-3.753
9002,-0.871,-9.096,-1.024
9016,0.440,-1.786,-10.489
9027,-2.848,17.608,-9.958
9038,-0.929,23.573,-6.334
9047,20.609,6.439,9.780
9057,7.286,16.861,-9.306
9072,-5.596,16.191,-5.505
9083,-2.327,20.705,2.858
9093,8.847,19.901,1.001
9104,12.174,22.314,4.084
9114,-0.828,36.666,-2.662
9131,-3.744,36.350,-16.042
9141,1.293,31.189,-15.769
9152,12.552,17.048,-24.621
9163,15.482,-32.759,-50.013
9180,29.293,-116.632,132.454
9189,34.899,96.952,52.564
9198,-60.267,28.513,-35.914
9213,33.047,-80.532,13.103
9222,2.690,-94.099,-15.616
9233,-37.173,-74.045,-25.358
9244,-6.597,-3.131,54.154
9254,31.328,18.374,72.451
9265,-48.131,5.438,-47.940
9281,20.777,32.745,33.597
9292,-4.615,-55.020,-58.414
9300,14.596,-8.148,13.950
9307,57.969,-6.736,28.336
9318,23.161,-31.223,8.541
9328,-4.294,-55.202,-63.709
9343,13.021,41.314,18.508
9353,12.208,3.495,-8.081
9364,3.825,4.960,-10.130
9372,0.244,0.823,-19.187
9383,1.661,-2.317,-26.488
9399,-2.887,2.207,-25.655
9410,-7.478,3.399,-20.777
9421,-8.909,4.098,-21.758
9431,2.442,-13.318,-23.175
9442,9.225,-36.446,-36.522
9451,5.429,-27.335,-26.201
9465,3.394,-18.173,-24.353
9476,-5.491,-2.446,-35.919
9487,-2.657,-7.382,-11.513
9494,-3.748,-3.772,-7.109
9505,7.444,-9.014,-16.636
9519,-4.936,11.360,-12.816
9530,-9.790,10.398,-8.062
9538,-9.800,7.789,-8.914
9549,-1.719,4.026,-12.787
9560,-0.412,9.967,-9.618
9575,-0.752,10.034,-5.481
9583,0.168,8.675,-2.686
9594,5.683,4.227,4.131
9604,10.379,-0.522,3.179
9619,19.154,-5.084,10.470
9630,20.332,-0.335,9.589
9641,13.572,4.792,19.197
9652,14.793,13.141,-0.622
9662,17.148,26.191,-1.982
9672,11.748,34.085,-16.621
9689,2.097,37.116,-22.443
9699,-7.909,51.296,-33.927
9710,-31.467,38.432,-30.198
9717,2.504,4.979,2.025
9728,40.189,28.944,-14.079
