time,x,y,z
7330,-2.417,2.960,0.742
7341,-2.792,3.812,1.227
7356,-2.720,3.890,1.736
7366,-2.538,3.961,3.266
7374,-1.807,4.556,3.256
7386,0.125,7.575,3.517
7402,-0.551,9.185,3.242
7412,-0.059,9.330,2.782
7419,0.053,9.070,1.178
7431,1.718,10.581,0.110
7441,1.026,12.370,-1.968
7456,2.285,14.845,-12.772
7464,-10.550,6.920,-12.821
7474,-8.054,-1.431,-0.670
7484,-0.535,8.715,-7.577
7500,0.283,1.010,-1.644
7511,-1.956,2.992,-4.749
7522,-7.482,0.263,-9.137
7533,-11.649,-2.385,-10.568
7544,-11.867,-6.169,-9.902
7554,-12.706,-9.046,-0.459
7566,-5.068,-7.385,1.455
7574,2.761,-3.679,-2.633
7584,-2.035,-4.998,2.254
7596,-4.966,-5.901,-0.933
7606,-6.101,-4.024,-0.770
7620,-8.533,-3.106,-1.724
7631,-9.393,-1.864,-1.038
7642,-9.797,-1.903,-1.359
7652,-7.137,-4.792,-3.308
7662,-7.478,-6.976,-2.171
7678,-2.922,-6.485,-0.731
7687,5.442,-5.095,-3.366
7695,15.865,-2.441,-13.163
7706,-0.341,-0.144,-4.040
7716,-10.469,-13.384,3.751
7733,5.067,2.700,-2.596
7740,15.658,1.048,-2.627
7751,10.614,-3.538,-3.792
7762,8.129,0.487,-3.784
7777,12.300,0.445,-6.937
7788,8.638,-3.420,-2.299
7799,5.406,-1.113,-0.634
7809,5.644,6.232,0.415
7820,9.124,5.082,0.748
7828,10.570,2.827,0.241
7844,10.375,5.466,0.332
7855,10.001,9.703,1.539
7865,10.436,11.777,3.230
7879,11.883,11.587,2.811
7890,9.633,11.172,1.911
7899,2.171,11.917,-0.111
7910,-7.167,10.776,-6.297
7924,-20.404,5.991,-2.955
7935,-7.940,13.314,3.575
7946,9.500,30.395,-14.162
7961,-5.635,-1.206,-13.929
7972,-13.223,-5.445,-7.638
7983,-3.432,-5.862,-8.125
7993,-6.507,-2.588,0.491
8004,-0.408,-4.762,-0.219
8017,-1.742,-9.118,-1.174
8029,-7.478,-3.976,0.677
8040,-11.113,-2.673,-1.096
8051,-11.482,-1.381,0.351
8060,-3.760,0.465,-0.852
8075,-4.355,3.404,-1.291
8086,-8.181,1.642,-2.057
8094,-10.316,-0.655,-3.273
8105,-12.517,-7.321,-1.776
8120,5.527,-14.925,-14.942
8129,-22.862,-9.004,2.337
8139,-8.348,-13.454,-6.754
8149,17.435,-6.993,-10.827
8159,17.272,-6.327,-7.113
8175,8.705,-6.853,-6.040
8186,5.735,-3.697,-7.014
8197,12.602,-2.023,-8.562
8207,14.535,-1.239,-9.698
8217,10.899,-1.631,-7.400
8228,7.462,-3.748,-2.507
8242,7.208,3.885,-1.567
8253,4.671,5.244,-0.691
