time,x,y,z
8546,14.596,0.648,-11.708
8553,13.278,10.53,-15.274
8564,12.242,12.3,-20.812
8577,-0.878,29.749,-12.573
8587,-2.811,35.139,-1.049
8598,4.797,25.531,1.917
8609,7.119,20.025,3.756
8619,-6.264,13.22,8.888
8634,4.706,7.332,7.859
8642,-1.591,3.218,4.925
8652,-6.106,3.5,6.16
8662,-6.872,4.186,4.706
8676,-2.723,7.071,3.09
8687,3.35,6.875,2.068
8696,-0.173,5.918,2.051
8708,-17.589,0.484,9.129
8722,35.484,17.522,-15.918
8733,-17.975,4.875,8.399
8743,-18.707,-0.954,8.601
8754,-2.217,4.129,5.091
8762,13.903,6.309,0.329
8773,25.082,2.834,-3.703
8787,-2.612,6.596,1.4
8798,10.387,3.362,-1.846
8809,-11.887,-0.408,2.266
8818,-8.621,1.255,2.53
8826,-2.474,3.395,0.608
8841,1.074,6.57,-0.379
8851,-0.37,5.416,0.28
8861,-7.038,6.568,2.117
8870,-10.909,5.911,3.912
8880,-5.435,7.471,4.105
8891,-13.795,6.872,5.767
8904,-8.794,4.875,0.792
8916,-19.373,5.681,1.493
8927,-14.985,4.428,-0.418
8937,-7.438,11.863,0.684
8946,-7.563,10.408,-7.588
8956,0.214,4.737,-20.089
8970,-12.098,-24.029,-27.109
8979,-3.691,-23.545,-24.504
8993,3.528,-8.728,0.076
9004,3.784,2.247,2.79
9014,12.077,-1.383,2.982
9022,6.149,-5.768,2.169
9032,-0.121,-6.343,-0.65
9047,-0.02,-5.902,0.053
9056,-2.238,-7.517,0.2
9067,-0.946,-6.128,-1.333
9076,3.771,-3.594,-0.197
9086,1.539,-11.61,-2.671
9102,-23.516,-11.754,1.912
9113,10.512,-2.027,-3.78
9123,11.338,-3.278,-0.617
9132,25.053,-0.778,-3.654
9143,12.807,-1.082,-3.668
9153,-2.775,-4.64,-3.616
9167,-18.969,-10.072,-2.803
9178,-18.117,-6.149,-5.173
9190,-8.503,-4.561,-5.809
9200,-2.624,-5.867,-6.296
9210,-2.817,-7.632,-7.434
9226,-10.844,-10.002,-8.718
9235,-12.744,-8.61,-9.93
9245,-13.507,-8.07,-6.171
9251,-18.982,-6.533,-5.009
9267,-11.931,-2.782,-4.205
9278,-20.644,2.478,-0.015
9288,-4.348,7.604,0.558
9298,2.043,6.536,-2.224
9309,15.5,11.141,-7.336
9320,24.073,10.479,-18.021
9333,-0.468,20.804,-10.137
9343,3.536,23.794,5.008
9355,34.819,28.165,-3.745
9365,-9.534,16.394,8.986
9375,8.588,19.56,2.024
9390,-11.303,14.203,7.945
9400,3.996,9.129,-1.251
9411,5.911,2.772,-1.08
9421,-4.358,4.004,3.36
9432,-0.497,7.504,3.352
9442,4.397,7.377,2.607
9456,5.571,6.486,1.207
9467,-1.482,5.88,-0.408
9478,-10.063,2.594,6.165
9488,-4.702,14.535,0.389
9497,34.458,9.253,-10.537
9508,-38.172,-3.274,8.12
9522,-19.974,-1.955,7.242
9533,-3.344,1.809,2.662
9542,8.64,2.528,-0.32
9553,23.043,5.637,-5.895
